
Player,Team,Pos,ADP
Nick Muse,PHI,TE106,613.0
Nick Nash,ATL,WR310,850.0
Nick Vannett,MIN,TE90,548.0
Nick Westbrook-Ikhine,MIA,WR139,309.0
Nico Collins,HOU,WR7,14.2
Nikko Remigio,KC,WR245,652.0
Noah Brown,WAS,WR148,357.0
Noah Fant,CIN,TE35,277.0
Noah Gray,KC,TE33,265.7
Odell Beckham Jr.,,WR111,336.5
Olamide Zaccheaus,CHI,WR121,377.5
Ollie Gordon II,MIA,RB80,284.3
Omarion Hampton,LAC,RB17,42.8
Oronde Gadsden II,LAC,TE55,410.0
Parker Romo,NE,K31,308.0
Parker Washington,JAC,WR155,386.0
Pat Bryant,DEN,WR85,286.0
Pat Freiermuth,PIT,TE22,204.8
Patrick Herbert,JAC,TE129,719.0
Patrick Mahomes II,KC,QB6,52.0
Patrick Ricard,BAL,RB98,392.5
Patrick Taylor Jr.,SF,RB144,481.0
Payne Durham,TB,TE87,510.0
Payton Thorne,CIN,QB106,704.0
Pharaoh Brown,MIA,TE94,555.0
Phil Mafah,DAL,RB188,708.0
Philadelphia Eagles,DST,DST2,116.8
Phillip Dorsett II,LV,WR159,406.0
Pierre Strong Jr.,CLE,RB168,614.0
Pittsburgh Steelers,DST,DST3,129.2
Puka Nacua,LAR,WR4,9.2
Qadree Ollison,,RB153,499.0
Quali Conley,CIN,RB187,703.0
Quentin Johnston,LAC,WR67,206.2
Quentin Skinner,NYJ,WR331,896.0
Quinn Ewers,MIA,QB45,355.5
Quinshon Judkins,CLE,RB33,96.8
Quintez Cephus,HOU,WR195,542.0
Quintin Morris,JAC,TE142,782.0
RJ Harvey,DEN,RB25,64.2
Rachaad White,TB,RB41,133.0
Raheem Blackshear,CAR,RB110,436.0
Raheem Mostert,LV,RB64,228.3
Rakim Jarrett,TB,WR250,661.0
Ramel Keyton,,WR190,482.0
Randy Bullock,,K52,457.0
Rashee Rice,KC,WR22,50.6
Rasheen Ali,BAL,RB134,473.5
Rashid Shaheed,NO,WR55,153.4
Rashod Bateman,BAL,WR61,176.8
Ray Davis,BUF,RB52,174.8
Ray-Ray McCloud III,ATL,WR100,293.0
Reggie Gilliam,BUF,RB197,770.0
Rhamondre Stevenson,NE,RB36,111.2
Ricky Pearsall,SF,WR45,105.8
Rico Dowdle,CAR,RB58,179.3
Riley Leonard,IND,QB88,503.5
Riley Patterson,,K57,491.0
Rivaldo Fairweather,DAL,TE125,706.0
Robbie Chosen,SF,WR169,427.0
Robert Tonyan,KC,TE136,749.0
Robert Woods,PIT,WR117,358.5
Roc Taylor,PIT,WR332,899.0
Roman Wilson,PIT,WR88,332.0
Rome Odunze,CHI,WR36,84.6
Romeo Doubs,GB,WR70,213.8
Rondale Moore,MIN,WR172,609.0
Ronnie Bell,DET,WR242,643.0
Ronnie Rivers,LAR,RB171,627.0
Roschon Johnson,CHI,RB60,202.0
Ross Dwelley,SF,TE97,564.0
Russell Gage Jr.,SF,WR274,755.0
Russell Wilson,NYG,QB32,241.3
Ryan Coe,TB,K59,514.0
Ryan Fitzgerald,CAR,K33,322.5
Ryan Flournoy,DAL,WR175,561.0
Ryan Miller,TB,WR251,663.0
Ryan Tannehill,,QB87,466.0
SaRodorick Thompson Jr.,,RB135,452.0
Salvon Ahmed,IND,RB196,768.0
Sam Darnold,SEA,QB28,206.3
Sam Ehlinger,DEN,QB78,604.0
Sam Hartman,WAS,QB92,526.0
Sam Howell,MIN,QB73,447.0
Sam LaPorta,DET,TE4,51.6
Samaje Perine,CIN,RB82,232.0
Samori Toure,CHI,WR286,789.0
San Francisco 49ers,DST,DST9,170.2
Saquon Barkley,PHI,RB2,2.8
Savion Williams,GB,WR147,533.0
Scott Matlock,LAC,DT1,281.0
Scotty Miller,PIT,WR215,575.0
Sean Clifford,GB,QB85,460.0
Sean McKeon,IND,TE99,585.0
Sean Tucker,TB,RB86,281.5
Seattle Seahawks,DST,DST18,174.5
Seth Green,,TE107,623.0
Seth Henigan,JAC,QB125,877.0
Seth Williams,LV,WR282,774.0
Shane Zylstra,DET,TE103,607.0
Shedeur Sanders,CLE,QB30,215.3
Shedrick Jackson,LV,WR246,655.0
ShunDerrick Powell,PHI,RB212,898.0
Silas Bolden,MIN,WR265,728.0
Sincere McCormick,LV,RB128,421.0
Sione Vaki,DET,RB105,418.5
Skylar Thompson,PIT,QB91,498.0
Skyy Moore,KC,WR163,456.0
Spencer Rattler,NO,QB69,343.0
Spencer Shrader,IND,K32,315.0
Stefon Diggs,NE,WR40,88.8
Sterling Shepard,TB,WR113,342.5
Stetson Bennett IV,LAR,QB68,489.0
Steven Sims Jr.,SEA,WR218,579.0
Stone Smartt,NYJ,TE109,628.0
T.J. Hockenson,MIN,TE6,62.8
TJ Sheffield,TEN,WR317,871.0
Tahj Brooks,CIN,RB76,319.5
Tahj Washington,MIA,WR253,673.0
Tai Felton,MIN,WR151,449.0
Tampa Bay Buccaneers,DST,DST20,195.8
Tank Bigsby,JAC,RB44,140.8
Tank Dell,HOU,WR89,250.0
Tanner Brown,,K45,404.0
Tanner Conner,MIA,TE150,800.0
Tanner Hudson,CIN,TE98,566.0
Tanner McKee,PHI,QB43,338.5
Tanner McLachlan,CIN,TE152,814.0
Tanner Mordecai,,QB123,840.0
Tanner Taula,TB,TE115,662.0
Tarik Black,MIA,WR225,594.0
Taylor Elgersma,GB,QB124,867.0
Taylor Heinicke,LAC,QB96,546.0
Taysom Hill,NO,TE29,243.0
Teagan Quitoriano,ATL,TE146,790.0
Teddy Bridgewater,TB,QB67,340.0
Tee Higgins,CIN,WR13,30.0
Tennessee Titans,DST,DST30,266.7
Terique Owens,SF,WR202,525.0
Terrace Marshall Jr.,PHI,WR161,502.0
Terrance Ferguson,LAR,TE36,282.3
Terrell Jennings,NE,RB159,527.0
Terry McLaurin,WAS,WR17,39.0
Tetairoa McMillan,CAR,WR30,67.0
Tez Johnson,TB,WR125,388.5
Thayer Thomas,MIN,WR248,658.0
Theo Johnson,NYG,TE37,328.0
Thomas Fidone II,NYG,TE168,893.0
Tim Jones,MIN,WR226,595.0
Tim Patrick,DET,WR101,293.0
Tip Reiman,ARI,TE118,681.0
Tom Kennedy,DET,WR171,505.0
Tommy DeVito,NYG,QB59,407.0
Tommy Mellott,LV,QB80,585.5
Tommy Tremble,CAR,TE65,447.0
Tony Pollard,TEN,RB28,74.0
Tory Horton,SEA,WR87,322.3
Traeshon Holden,DAL,WR261,707.0
Travis Etienne Jr.,JAC,RB34,100.6
Travis Homer,CHI,RB122,453.5
Travis Hunter,JAC,WR28,64.4
Travis Kelce,KC,TE5,61.4
Trayveon Williams,CLE,RB143,474.0
Tre Stewart,MIN,RB208,888.0
Tre Tucker,LV,WR130,288.0
Tre Watson,KC,TE131,722.0
Tre' Harris,LAC,WR54,150.6
TreVeyon Henderson,NE,RB23,61.8
Trent Sherfield Sr.,DEN,WR275,756.0
Trent Taylor,SF,WR271,748.0
Trenton Irwin,JAC,WR216,577.0
Trevor Etienne,CAR,RB75,258.3
Trevor Lawrence,JAC,QB21,170.6
Trey Benson,ARI,RB48,162.4
Trey Lance,LAC,QB44,355.5
Trey McBride,ARI,TE2,27.4
Trey Palmer,TB,WR157,451.0
Trey Sermon,PIT,RB147,490.0
Treylon Burks,TEN,WR231,611.0
Trishton Jackson,ARI,WR278,767.0
Troy Franklin,DEN,WR86,314.7
Tru Edwards,LAR,WR263,723.0
Tua Tagovailoa,MIA,QB20,168.4
Tucker Fisk,LAC,TE110,629.0
Tucker Kraft,GB,TE12,115.2
Tutu Atwell,LAR,WR105,301.0
Ty Chandler,MIN,RB89,348.5
Ty Johnson,BUF,RB104,331.0
Tyjae Spears,TEN,RB42,133.6
Tylan Wallace,BAL,WR118,359.5
Tyler Allgeier,ATL,RB50,166.2
Tyler Badie,DEN,RB150,494.0
Tyler Bass,BUF,K9,178.0
Tyler Conklin,LAC,TE41,284.5
Tyler Goodson,IND,RB151,496.0
Tyler Higbee,LAR,TE34,266.0
Tyler Huntley,CLE,QB90,494.0
Tyler Johnson,NYJ,WR222,591.0
Tyler Lockett,TEN,WR78,232.0
Tyler Loop,BAL,K15,202.5
Tyler Neville,DAL,TE164,861.0
Tyler Scott,CHI,WR166,419.0
Tyler Shough,NO,QB36,302.0
Tyler Warren,IND,TE10,113.4
Tyquan Thornton,KC,WR196,499.0
Tyreek Hill,MIA,WR12,29.0
Tyreik McAllister,,RB133,432.0
Tyrell Shavers,BUF,WR249,660.0
Tyrion Davis-Price,,RB127,420.0
Tyrod Taylor,NYJ,QB95,541.0
Tyrone Broden,SEA,WR224,593.0
Tyrone Tracy Jr.,NYG,RB30,90.4
Tyson Bagent,CHI,QB66,492.5
Van Jefferson,TEN,WR162,412.0
Velus Jones Jr.,NO,WR285,786.0
Wan'Dale Robinson,NYG,WR69,212.6
Washington Commanders,DST,DST12,197.8
Wil Lutz,DEN,K11,190.8
Will Dissly,LAC,TE45,305.5
Will Grier,DAL,QB114,759.0
Will Howard,PIT,QB39,311.5
Will Reichard,MIN,K18,235.5
Will Shipley,PHI,RB66,239.8
Winston Wright,,WR201,518.0
Woody Marks,HOU,RB67,253.8
Xavier Gipson,NYJ,WR244,649.0
Xavier Guillory,BAL,WR258,698.0
Xavier Hutchinson,HOU,WR198,506.0
Xavier Johnson,HOU,WR302,826.0
Xavier Legette,CAR,WR63,183.8
Xavier Restrepo,TEN,WR98,359.0
Xavier Smith,LAR,WR183,551.5
Xavier Weaver,ARI,WR306,838.0
Xavier Worthy,KC,WR25,57.4
Younghoe Koo,ATL,K12,196.6
Zach Charbonnet,SEA,RB40,122.8
Zach Davidson,BUF,TE100,600.0
Zach Ertz,WAS,TE18,154.4
Zach Evans,,RB174,637.0
Zach Horton,DET,TE165,864.0
Zach Wilson,MIA,QB70,563.0
Zack Moss,,RB61,214.3
Zaire Mitchell-Paden,BAL,TE149,798.0
Zamir White,LV,RB87,327.5
Zane Gonzalez,,K41,419.5
Zay Flowers,BAL,WR26,61.6
Zay Jones,ARI,WR270,746.0
Zonovan Knight,ARI,RB169,616.0
